Day,State_ID,State,Lat,Long_,Active,Incident_Rate,Total_Test_Results,Case_Fatality_Ratio,Testing_Rate,Resident_Population_2020_Census,Population_Density_2020_Census,Density_Rank_2020_Census,SexRatio,Confirmed,Deaths,Recovered
11,27,Montana,46.9219,-110.4544,4922,8107.670629,845439,1.219807739,79103.33109,1084225,7.4,50,101,True,True,True
11,28,Nebraska,41.1254,-98.2681,53188,9133.026745,1852051,1.002999943,95742.52174,1961504,25.5,45,100,True,True,True
11,29,Nevada,38.3135,-117.0554,246749,8124.556029,2235084,1.398606987,72563.98702,3104614,28.3,44,101,True,True,False
11,30,New Hampshire,43.4525,-71.5639,6118,3846.920412,1098825,1.661345518,80813.12867,1377529,153.8,23,98,True,False,True
11,31,New Jersey,40.2989,-74.521,510256,6644.329833,8251845,3.364161027,92903.27048,9288994,1263,2,95,True,False,True
11,32,New Mexico,34.8405,-106.2485,75497,7491.645718,2101155,1.759534525,100206.3115,2117522,17.5,47,98,True,True,True
11,33,New York,42.1657,-74.9481,999337,5910.33693,27524906,3.464515978,141490.3215,20201249,428.7,9,94,True,True,True
11,34,North Carolina,35.6301,-79.8064,100071,5998.464543,7668690,1.204532016,73118.12148,10439388,214.7,17,95,True,True,True
11,35,North Dakota,47.5289,-99.784,1881,12443.8694,1280626,1.425709164,168047.4817,779094,11.3,49,105,True,False,True
11,36,Ohio,40.3888,-82.7649,136175,6715.290313,8186142,1.235991271,70032.26938,11799448,288.8,12,96,True,True,True
11,37,Oklahoma,35.5653,-96.9289,43163,8472.313798,2835163,0.827747899,71649.83014,3959353,57.7,37,98,True,True,True
11,38,Oregon,44.572,-122.0709,119124,3001.775597,2839839,1.274021184,67330.86961,4237256,44.1,41,98,True,True,False
11,39,Pennsylvania,40.5908,-77.2098,175618,5708.27705,8145981,2.436050593,32170.00108,13002700,290.6,11,96,True,True,True
11,40,Rhode Island,41.6809,-71.5118,92660,9496.951464,2166820,1.935253014,204540.2842,1097379,1061.4,3,95,True,True,True
11,41,South Carolina,33.8569,-80.945,186523,6946.472459,3488615,1.628948649,67757.01661,5118425,170.2,21,94,True,True,True
11,42,South Dakota,44.2998,-99.4388,5102,11699.31013,384712,1.531415762,43487.03851,886667,11.7,48,102,True,False,True
11,45,Utah,40.15,-111.8624,54917,9590.986532,2381850,0.45400884,74294.48545,3271616,39.7,42,101,True,True,True
11,46,Vermont,44.0459,-72.7107,2895,1454.833338,761740,1.718440185,122075.8699,643077,69.8,33,97,True,False,True
11,47,Virginia,37.7693,-78.17,364851,4725.969212,4621140,1.336932863,54140.11731,8631393,218.6,16,97,True,True,True
11,49,West Virginia,38.4912,-80.9545,29257,5707.232721,1674403,1.55843648,93430.00323,1793716,74.6,31,98,True,True,True
11,50,Wisconsin,44.2685,-89.6165,71537,9479.575037,5626886,1.010069899,96641.47331,5893718,108.8,27,99,True,True,True
11,51,Wyoming,42.756,-107.3025,1924,8189.073518,534614,1.031754404,92372.47283,576851,5.9,51,104,True,False,True
12,1,Alabama,32.3182,-86.9023,190591,8318.021857,1981019,1.366440439,40402.69743,5024279,99.2,29,94,True,True,False
12,2,Alaska,61.3707,-152.4044,43132,6906.20536,1357708,0.44535054,185594.5977,733391,1.3,52,109,True,True,False
12,3,Arizona,33.7298,-111.4312,538861,8739.177523,5742443,1.647854111,42806.22533,7151502,62.9,35,99,True,True,True
12,4,Arkansas,34.9697,-92.3731,25732,8600.724235,2208736,1.587729674,73190.17405,3011524,57.9,36,96,True,True,True
12,5,California,36.1162,-119.6816,2773506,7098.216165,36508384,1.110899955,92397.69678,39538223,253.7,13,99,True,True,False
12,6,Colorado,39.0598,-105.3111,339766,6326.66613,4821636,1.438781784,83727.33183,5773714,55.7,39,101,True,True,True
12,7,Connecticut,41.5978,-72.7554,200798,6087.784798,4771175,2.971245859,133823.0274,3605944,744.7,6,95,True,True,False
12,8,Delaware,39.3185,-75.5071,46604,6823.624615,1073700,1.491436655,110262.8563,989948,508,8,94,True,True,False
12,9,District of Columbia,38.8974,-77.0268,9134,4594.12624,970048,2.544490023,137449.4332,689545,11280,1,96,True,True,True
12,10,Florida,27.7663,-81.6868,1480255,7000.188148,17031970,1.544880484,79300.57994,21538187,401.4,10,96,True,True,False
12,11,Georgia,33.0406,-83.6431,762030,7287.003635,5737862,1.507318158,54041.94596,10711908,185.6,19,95,True,True,False
12,12,Hawaii,21.0943,-157.4983,11590,1684.89807,878074,1.291079812,62016.48172,1455271,226.6,15,101,True,False,False
12,13,Idaho,44.2405,-114.4788,82921,8464.885161,564715,1.028603915,31600.13766,1839106,22.3,46,101,True,True,True
12,15,Indiana,39.8494,-86.2583,190917,8473.83307,6175128,1.595857502,91725.00182,6785528,189.4,18,97,True,True,True
12,17,Kansas,38.5266,-96.7265,240502,8534.816364,1066516,1.306274784,36608.34363,2937880,35.9,43,99,True,True,False
12,18,Kentucky,37.6681,-84.6701,266584,6910.264023,3343361,0.953590215,74834.50557,4505836,114.1,25,97,True,True,True
12,19,Louisiana,31.1695,-91.8678,64595,7592.055058,4508788,2.258463927,96988.33719,4657757,107.8,28,96,True,True,False
12,20,Maine,44.6939,-69.3819,18109,2256.042946,1203694,1.480577722,89546.44059,1362359,44.2,40,96,True,True,True
12,21,Maryland,39.0639,-76.8021,296550,5166.515595,6220019,2.038411915,102883.6955,6177224,636.1,7,94,True,True,True
12,22,Massachusetts,42.2302,-71.5301,135734,6420.439715,11844709,2.999351455,171849.1671,7029917,901.2,5,94,True,True,False
12,23,Michigan,43.3266,-84.5361,140775,5709.003343,8624043,2.507410331,86353.92496,10077331,178,20,97,True,True,False
12,24,Minnesota,45.6945,-93.9002,14465,7781.837538,5714994,1.319762024,101336.2929,5706494,71.7,32,99,True,True,True
12,25,Mississippi,32.7416,-89.6787,37785,8129.868498,1464883,2.183859115,49220.75474,2961279,63.1,34,94,True,True,False
12,26,Missouri,38.4561,-92.2884,432331,7147.342502,3844238,1.443477111,62635.97716,6154913,89.5,30,96,True,True,False
12,27,Montana,46.9219,-110.4544,4827,8147.342105,851594,1.225352274,79679.22244,1084225,7.4,50,101,True,True,True
12,28,Nebraska,41.1254,-98.2681,53315,9184.722148,1861366,1.008048629,96224.06442,1961504,25.5,45,100,True,True,True
12,29,Nevada,38.3135,-117.0554,249296,8208.740077,2254748,1.40245687,73202.39624,3104614,28.3,44,101,True,True,False
12,30,New Hampshire,43.4525,-71.5639,6240,3846.920412,1104602,1.661345518,81237.99837,1377529,153.8,23,98,True,True,True
12,31,New Jersey,40.2989,-74.521,514382,6695.972502,8469406,3.369320503,95352.67766,9288994,1263,2,95,True,True,True
12,32,New Mexico,34.8405,-106.2485,74600,7533.94769,2113785,1.768645473,100808.6496,2117522,17.5,47,98,True,True,True
12,33,New York,42.1657,-74.9481,1013401,5986.369282,27721577,3.436485133,142501.2983,20201249,428.7,9,94,True,True,True
12,34,North Carolina,35.6301,-79.8064,106862,6063.786293,7727649,1.200990605,73680.27373,10439388,214.7,17,95,True,True,False
12,35,North Dakota,47.5289,-99.784,1755,12461.97816,1282799,1.435220285,168332.6291,779094,11.3,49,105,True,True,True
12,36,Ohio,40.3888,-82.7649,134412,6783.567597,8225635,1.236162222,70370.13115,11799448,288.8,12,96,True,True,True
12,37,Oklahoma,35.5653,-96.9289,40024,8528.164599,2864080,0.83092068,72380.61639,3959353,57.7,37,98,True,True,True
12,38,Oregon,44.572,-122.0709,120243,3029.586719,2839839,1.304586007,67330.86961,4237256,44.1,41,98,True,True,False
12,39,Pennsylvania,40.5908,-77.2098,177212,5764.682347,8198497,2.44514183,32312.08057,13002700,290.6,11,96,True,True,True
12,40,Rhode Island,41.6809,-71.5118,93381,9571.147135,2179821,1.942934917,205767.5334,1097379,1061.4,3,95,True,True,True
12,41,South Carolina,33.8569,-80.945,186773,6979.54868,3498188,1.630690372,67942.94653,5118425,170.2,21,94,True,True,True
12,42,South Dakota,44.2998,-99.4388,4751,11726.89138,385382,1.527813925,43562.7739,886667,11.7,48,102,True,False,True
12,45,Utah,40.15,-111.8624,54792,9657.924402,2394548,0.459259307,74690.56051,3271616,39.7,42,101,True,True,True
12,46,Vermont,44.0459,-72.7107,2863,1481.917149,767325,1.708662269,122970.9178,643077,69.8,33,97,True,True,True
12,47,Virginia,37.7693,-78.17,368908,4779.404744,4640967,1.342576364,54372.40547,8631393,218.6,16,97,True,True,True
12,49,West Virginia,38.4912,-80.9545,28577,5758.623595,1684532,1.583287308,93995.19124,1793716,74.6,31,98,True,True,True
12,50,Wisconsin,44.2685,-89.6165,72156,9536.372589,5644935,1.014499801,96951.46394,5893718,108.8,27,99,True,True,True
12,51,Wyoming,42.756,-107.3025,2327,8306.047941,536070,1.085871193,92624.04559,576851,5.9,51,104,True,True,True
13,1,Alabama,32.3182,-86.9023,193551,8382.204628,1989724,1.401476904,40580.23509,5024279,99.2,29,94,True,True,False
13,2,Alaska,61.3707,-152.4044,43425,6946.394275,1370835,0.444741814,187389.0191,733391,1.3,52,109,True,True,False
13,3,Arizona,33.7298,-111.4312,543384,8816.51258,5788321,1.663163111,43025.92064,7151502,62.9,35,99,True,True,True
13,4,Arkansas,34.9697,-92.3731,28134,8682.47242,2208736,1.59758797,73190.17405,3011524,57.9,36,96,True,True,False
13,5,California,36.1162,-119.6816,2811378,7195.39875,36842651,1.114432256,93243.68057,39538223,253.7,13,99,True,True,False
13,6,Colorado,39.0598,-105.3111,342032,6369.001809,4856955,1.440941833,84340.6435,5773714,55.7,39,101,True,True,True
13,7,Connecticut,41.5978,-72.7554,204240,6186.767012,4828069,2.963151023,135418.8036,3605944,744.7,6,95,True,True,False
13,8,Delaware,39.3185,-75.5071,47328,6898.283362,1081445,1.479761214,111058.2236,989948,508,8,94,True,True,False
13,9,District of Columbia,38.8974,-77.0268,9096,4619.205978,973570,2.549079755,137948.4774,689545,11280,1,96,True,True,True
13,10,Florida,27.7663,-81.6868,1494076,7065.325365,17148040,1.541774741,79841.00001,21538187,401.4,10,96,True,True,False
13,11,Georgia,33.0406,-83.6431,770485,7367.964901,5763974,1.508779375,54287.88134,10711908,185.6,19,95,True,True,False
13,12,Hawaii,21.0943,-157.4983,11680,1691.46646,882893,1.298592843,62356.83734,1455271,226.6,15,101,True,True,False
13,13,Idaho,44.2405,-114.4788,83167,8525.934983,566225,1.026489197,31684.63374,1839106,22.3,46,101,True,True,True
13,15,Indiana,39.8494,-86.2583,192512,8527.931132,6220087,1.596010583,92392.82026,6785528,189.4,18,97,True,True,True
13,17,Kansas,38.5266,-96.7265,244621,8683.924905,1083932,1.321396103,37206.1508,2937880,35.9,43,99,True,True,True
13,18,Kentucky,37.6681,-84.6701,270567,7012.173899,3366855,0.954733929,75360.37217,4505836,114.1,25,97,True,True,True
13,19,Louisiana,31.1695,-91.8678,49199,7654.350784,4527858,2.25441567,97398.55111,4657757,107.8,28,96,True,True,True
13,20,Maine,44.6939,-69.3819,18888,2317.3428,1214698,1.454253612,90365.06146,1362359,44.2,40,96,True,True,True
13,21,Maryland,39.0639,-76.8021,299024,5208.132088,6254353,2.03387462,103451.6051,6177224,636.1,7,94,True,True,True
13,22,Massachusetts,42.2302,-71.5301,141566,6506.301122,11944985,2.978947345,173304.0232,7029917,901.2,5,94,True,True,False
13,23,Michigan,43.3266,-84.5361,143863,5740.324509,8665671,2.500706464,86770.7528,10077331,178,20,97,True,True,False
13,24,Minnesota,45.6945,-93.9002,15373,7808.204507,5733978,1.326659915,101672.9106,5706494,71.7,32,99,True,True,True
13,25,Mississippi,32.7416,-89.6787,39696,8195.120607,1466825,2.179180726,49286.00685,2961279,63.1,34,94,True,True,False
13,26,Missouri,38.4561,-92.2884,434490,7182.960028,3859023,1.442444011,62876.87611,6154913,89.5,30,96,True,True,False
13,27,Montana,46.9219,-110.4544,4908,8201.23543,855069,1.21958176,80004.36012,1084225,7.4,50,101,True,True,True
13,28,Nebraska,41.1254,-98.2681,56696,9263.764418,1874707,1.006144008,96913.73278,1961504,25.5,45,100,True,True,False
13,29,Nevada,38.3135,-117.0554,250389,8245.848587,2268691,1.415831644,73655.06812,3104614,28.3,44,101,True,True,False
13,30,New Hampshire,43.4525,-71.5639,6607,3980.625295,1112047,1.635103926,81785.54119,1377529,153.8,23,98,True,True,True
13,31,New Jersey,40.2989,-74.521,521699,6784.689362,8477286,3.345507767,95441.39452,9288994,1263,2,95,True,True,True
13,32,New Mexico,34.8405,-106.2485,74709,7588.553955,2124990,1.764088512,101343.028,2117522,17.5,47,98,True,True,True
13,33,New York,42.1657,-74.9481,1027051,6061.954415,27918445,3.408221724,143513.2879,20201249,428.7,9,94,True,True,True
13,34,North Carolina,35.6301,-79.8064,111853,6112.393837,7766179,1.208130743,74047.64302,10439388,214.7,17,95,True,True,False
13,35,North Dakota,47.5289,-99.784,1742,12483.89239,1287521,1.433752037,168952.2637,779094,11.3,49,105,True,True,True
13,36,Ohio,40.3888,-82.7649,133325,6840.894509,8250980,1.235682602,70586.95708,11799448,288.8,12,96,True,True,True
13,37,Oklahoma,35.5653,-96.9289,39141,8626.901739,2889390,0.834300043,73020.24705,3959353,57.7,37,98,True,True,True
13,38,Oregon,44.572,-122.0709,121531,3061.096507,2856686,1.322913197,67730.30182,4237256,44.1,41,98,True,True,False
13,39,Pennsylvania,40.5908,-77.2098,171549,5827.235127,8255043,2.468089898,32477.46112,13002700,290.6,11,96,True,True,True
13,40,Rhode Island,41.6809,-71.5118,94397,9674.228143,2199630,1.938820315,207637.4343,1097379,1061.4,3,95,True,True,True
13,41,South Carolina,33.8569,-80.945,191027,7096.490502,3535436,1.617776659,68666.38932,5118425,170.2,21,94,True,True,True
13,42,South Dakota,44.2998,-99.4388,4762,11777.98451,387299,1.539421277,43779.46757,886667,11.7,48,102,True,True,True
13,45,Utah,40.15,-111.8624,54945,9801.064144,2406992,0.46114481,75078.71282,3271616,39.7,42,101,True,True,True
13,46,Vermont,44.0459,-72.7107,2889,1501.308517,771018,1.686592656,123562.7551,643077,69.8,33,97,True,False,True
13,47,Virginia,37.7693,-78.17,373195,4833.273759,4674630,1.34579258,54766.79274,8631393,218.6,16,97,True,True,True
13,49,West Virginia,38.4912,-80.9545,27982,5824.968599,1697113,1.600697371,94697.19839,1793716,74.6,31,98,True,True,True
13,50,Wisconsin,44.2685,-89.6165,72229,9583.96437,5674434,1.017705459,97458.10773,5893718,108.8,27,99,True,True,True
13,51,Wyoming,42.756,-107.3025,1863,8343.541958,537679,1.08099153,92902.05422,576851,5.9,51,104,True,False,True
14,1,Alabama,32.3182,-86.9023,186677,8455.381553,1999693,1.433971002,40783.55192,5024279,99.2,29,94,True,True,True
14,2,Alaska,61.3707,-152.4044,43764,6993.007949,1382276,0.445686807,188952.9694,733391,1.3,52,109,True,True,False
14,3,Arizona,33.7298,-111.4312,549519,8916.956106,5854089,1.67247011,43318.71949,7151502,62.9,35,99,True,True,True
14,4,Arkansas,34.9697,-92.3731,24770,8765.015886,2233844,1.598421238,74022.16976,3011524,57.9,36,96,True,True,True
14,5,California,36.1162,-119.6816,2851381,7298.245406,37130366,1.120713362,93971.84765,39538223,253.7,13,99,True,True,False
14,6,Colorado,39.0598,-105.3111,344301,6410.729716,4895837,1.439959694,85015.82639,5773714,55.7,39,101,True,True,True
14,7,Connecticut,41.5978,-72.7554,205191,6213.917701,4850459,2.957877442,136046.8035,3605944,744.7,6,95,True,True,False
14,8,Delaware,39.3185,-75.5071,48219,6989.886667,1089972,1.461837949,111933.8977,989948,508,8,94,True,True,False
14,9,District of Columbia,38.8974,-77.0268,9079,4650.378534,978833,2.565508836,138694.21,689545,11280,1,96,True,True,True
14,10,Florida,27.7663,-81.6868,1507579,7129.205465,17282796,1.542131882,80468.42179,21538187,401.4,10,96,True,True,False
14,11,Georgia,33.0406,-83.6431,779349,7453.070298,5801007,1.513286593,54636.67596,10711908,185.6,19,95,True,True,False
14,12,Hawaii,21.0943,-157.4983,11838,1703.049428,888876,1.314643553,62779.40379,1455271,226.6,15,101,True,True,False
14,13,Idaho,44.2405,-114.4788,83110,8581.55691,569199,1.037441803,31851.05186,1839106,22.3,46,101,True,True,True
14,15,Indiana,39.8494,-86.2583,195588,8592.917135,6271603,1.590682012,93158.03601,6785528,189.4,18,97,True,True,True
14,17,Kansas,38.5266,-96.7265,244621,8683.924905,1083932,1.321396103,37206.1508,2937880,35.9,43,99,True,True,False
14,18,Kentucky,37.6681,-84.6701,274304,7103.116096,3378562,0.958581224,75622.41015,4505836,114.1,25,97,True,True,True
14,19,Louisiana,31.1695,-91.8678,54454,7768.63849,4563949,2.237309912,98174.903,4657757,107.8,28,96,True,True,False
14,20,Maine,44.6939,-69.3819,19657,2377.452366,1223968,1.442518305,91054.68483,1362359,44.2,40,96,True,True,True
14,21,Maryland,39.0639,-76.8021,301923,5256.894179,6298178,2.029167912,104176.5029,6177224,636.1,7,94,True,True,True
14,22,Massachusetts,42.2302,-71.5301,116766,6592.699343,12046398,2.956192975,174775.3755,7029917,901.2,5,94,True,True,True
14,23,Michigan,43.3266,-84.5361,146983,5773.317872,8714839,2.516767174,87263.07987,10077331,178,20,97,True,True,False
14,24,Minnesota,45.6945,-93.9002,15131,7836.238251,5767323,1.331643794,102264.1726,5706494,71.7,32,99,True,True,True
14,25,Mississippi,32.7416,-89.6787,41603,8260.574319,1468773,2.17859075,49351.46056,2961279,63.1,34,94,True,True,False
14,26,Missouri,38.4561,-92.2884,437201,7227.864832,3882097,1.44362665,63252.83164,6154913,89.5,30,96,True,True,False
14,27,Montana,46.9219,-110.4544,4843,8243.994543,862427,1.222335717,80692.80992,1084225,7.4,50,101,True,True,True
14,28,Nebraska,41.1254,-98.2681,55079,9311.944533,1887154,1.009265479,97557.18545,1961504,25.5,45,100,True,True,True
14,29,Nevada,38.3135,-117.0554,252514,8316.851484,2289156,1.427946848,74319.48252,3104614,28.3,44,101,True,True,False
14,30,New Hampshire,43.4525,-71.5639,6728,4028.650206,1122237,1.637518712,82534.96515,1377529,153.8,23,98,True,True,True
14,31,New Jersey,40.2989,-74.521,528296,6864.534535,8534237,3.306594328,96082.57648,9288994,1263,2,95,True,False,True
14,32,New Mexico,34.8405,-106.2485,74898,7656.466026,2140562,1.766504924,102085.6732,2117522,17.5,47,98,True,True,True
14,33,New York,42.1657,-74.9481,1040039,6134.881938,28131034,3.388068068,144606.0904,20201249,428.7,9,94,True,True,True
14,34,North Carolina,35.6301,-79.8064,121626,6206.338546,7850168,1.202133576,74848.44706,10439388,214.7,17,95,True,True,False
14,35,North Dakota,47.5289,-99.784,1757,12515.77956,1294101,1.438486863,169815.7105,779094,11.3,49,105,True,True,True
14,36,Ohio,40.3888,-82.7649,133447,6906.374315,8304981,1.237468924,71048.93448,11799448,288.8,12,96,True,True,True
14,37,Oklahoma,35.5653,-96.9289,38148,8706.305909,2908367,0.836560176,73499.83106,3959353,57.7,37,98,True,True,True
14,38,Oregon,44.572,-122.0709,122639,3088.054092,2874572,1.333630207,68154.36809,4237256,44.1,41,98,True,True,False
14,39,Pennsylvania,40.5908,-77.2098,165546,5883.179559,8307622,2.484186711,32624.14145,13002700,290.6,11,96,True,True,True
14,40,Rhode Island,41.6809,-71.5118,95215,9759.279415,2219805,1.930628905,209541.8842,1097379,1061.4,3,95,True,True,True
14,41,South Carolina,33.8569,-80.945,195174,7209.178836,3576120,1.598685274,69456.56721,5118425,170.2,21,94,True,True,True
14,42,South Dakota,44.2998,-99.4388,4728,11813.81753,388172,1.544320269,43878.14966,886667,11.7,48,102,True,True,True
14,45,Utah,40.15,-111.8624,55371,9905.276364,2421802,0.459757085,75540.66522,3271616,39.7,42,101,True,True,True
14,46,Vermont,44.0459,-72.7107,3008,1534.16166,779178,1.69225948,124870.4705,643077,69.8,33,97,True,True,True
14,47,Virginia,37.7693,-78.17,378200,4895.296935,4706714,1.346451624,55142.68084,8631393,218.6,16,97,True,True,True
14,49,West Virginia,38.4912,-80.9545,27245,5871.114367,1711057,1.617578574,95475.25956,1793716,74.6,31,98,True,True,True
14,50,Wisconsin,44.2685,-89.6165,72763,9637.893706,5716124,1.020742747,98174.1313,5893718,108.8,27,99,True,True,True
14,51,Wyoming,42.756,-107.3025,2052,8414.728756,542316,1.071846574,93703.25127,576851,5.9,51,104,True,False,True
15,1,Alabama,32.3182,-86.9023,189537,8515.444553,2012213,1.44421452,41038.89615,5024279,99.2,29,94,True,True,False
15,2,Alaska,61.3707,-152.4044,44072,7035.247319,1389226,0.44495395,189903.0135,733391,1.3,52,109,True,True,False
15,3,Arizona,33.7298,-111.4312,557481,9042.610119,5912271,1.677337409,43605.28099,7151502,62.9,35,99,True,True,True
15,4,Arkansas,34.9697,-92.3731,25643,8868.534868,2248612,1.592840996,74511.53223,3011524,57.9,36,96,True,True,True
15,5,California,36.1162,-119.6816,2889688,7396.926263,37449536,1.129165255,94779.623,39538223,253.7,13,99,True,True,False
15,6,Colorado,39.0598,-105.3111,346450,6450.339102,4937103,1.438386036,85732.40725,5773714,55.7,39,101,True,True,True
15,7,Connecticut,41.5978,-72.7554,207028,6266.592283,4880936,2.951365577,136901.6295,3605944,744.7,6,95,True,True,False
15,8,Delaware,39.3185,-75.5071,48874,7057.870285,1101490,1.457942293,113116.7305,989948,508,8,94,True,True,False
15,9,District of Columbia,38.8974,-77.0268,9167,4695.720433,986795,2.54073627,139822.3731,689545,11280,1,96,True,False,True
15,10,Florida,27.7663,-81.6868,1524268,7207.775195,17424558,1.537336562,81128.46339,21538187,401.4,10,96,True,True,False
15,11,Georgia,33.0406,-83.6431,788992,7545.427925,5844021,1.515109907,55041.80252,10711908,185.6,19,95,True,True,False
15,12,Hawaii,21.0943,-157.4983,12043,1717.528138,894688,1.303561148,63189.89287,1455271,226.6,15,101,True,False,False
15,13,Idaho,44.2405,-114.4788,83407,8643.781843,571813,1.037741956,31997.32522,1839106,22.3,46,101,True,True,True
15,15,Indiana,39.8494,-86.2583,199535,8662.225635,6328023,1.585499691,93996.09549,6785528,189.4,18,97,True,True,True
15,17,Kansas,38.5266,-96.7265,249727,8868.04512,1100365,1.350472607,37770.21632,2937880,35.9,43,99,True,True,True
15,18,Kentucky,37.6681,-84.6701,278108,7190.969438,3392110,0.952784115,75925.65526,4505836,114.1,25,97,True,True,True
15,19,Louisiana,31.1695,-91.8678,58159,7848.336579,4593428,2.214590534,98809.02445,4657757,107.8,28,96,True,False,False
15,20,Maine,44.6939,-69.3819,20428,2438.677828,1238547,1.455111192,92139.26077,1362359,44.2,40,96,True,True,True
15,21,Maryland,39.0639,-76.8021,304801,5305.259293,6352475,2.02469921,105074.6153,6177224,636.1,7,94,True,True,True
15,22,Massachusetts,42.2302,-71.5301,122215,6672.858902,12147366,2.937205252,176240.2715,7029917,901.2,5,94,True,True,False
15,23,Michigan,43.3266,-84.5361,149945,5803.367366,8757257,2.510464583,87687.8181,10077331,178,20,97,True,True,False
15,24,Minnesota,45.6945,-93.9002,15355,7865.087651,5808350,1.334199052,102991.6491,5706494,71.7,32,99,True,True,True
15,25,Mississippi,32.7416,-89.6787,43890,8339.266616,1471115,2.18019332,49430.15286,2961279,63.1,34,94,True,True,False
15,26,Missouri,38.4561,-92.2884,439391,7264.068923,3903116,1.443609292,63595.30409,6154913,89.5,30,96,True,True,False
15,27,Montana,46.9219,-110.4544,5089,8293.116063,869564,1.225249619,81360.5819,1084225,7.4,50,101,True,True,True
15,28,Nebraska,41.1254,-98.2681,54840,9352.215251,1894614,1.015422033,97942.83316,1961504,25.5,45,100,True,True,True
15,29,Nevada,38.3135,-117.0554,254352,8377.822422,2304127,1.433055609,74805.52933,3104614,28.3,44,101,True,True,False
15,30,New Hampshire,43.4525,-71.5639,6624,4085.426977,1130805,1.634563456,83165.09905,1377529,153.8,23,98,True,True,True
15,31,New Jersey,40.2989,-74.521,533994,6935.586832,8676802,3.298529946,97687.64235,9288994,1263,2,95,True,True,True
15,32,New Mexico,34.8405,-106.2485,74916,7716.652145,2127494,1.776212107,101462.4464,2117522,17.5,47,98,True,True,True
15,33,New York,42.1657,-74.9481,1058366,6234.961301,28455705,3.350339098,146275.0445,20201249,428.7,9,94,True,True,True
15,34,North Carolina,35.6301,-79.8064,130432,6291.330237,7937712,1.202261154,75683.1467,10439388,214.7,17,95,True,True,False
15,35,North Dakota,47.5289,-99.784,1653,12544.77982,1298741,1.459220285,170424.5849,779094,11.3,49,105,True,True,True
15,36,Ohio,40.3888,-82.7649,134937,6967.533856,8368521,1.234833174,71592.51782,11799448,288.8,12,96,True,True,True
15,37,Oklahoma,35.5653,-96.9289,38245,8795.717735,2937452,0.840410983,74234.86298,3959353,57.7,37,98,True,True,True
15,38,Oregon,44.572,-122.0709,123630,3112.048001,2895680,1.339346935,68654.82604,4237256,44.1,41,98,True,True,False
15,39,Pennsylvania,40.5908,-77.2098,166804,5930.664368,8368848,2.493931455,32769.16579,13002700,290.6,11,96,True,True,True
15,40,Rhode Island,41.6809,-71.5118,96209,9859.056544,2242295,1.9197074,211664.8621,1097379,1061.4,3,95,True,True,True
15,41,South Carolina,33.8569,-80.945,198391,7302.153509,3609752,1.605726034,70109.77887,5118425,170.2,21,94,True,True,True
15,42,South Dakota,44.2998,-99.4388,4732,11861.85864,389508,1.552359987,44029.1683,886667,11.7,48,102,True,True,True
15,45,Utah,40.15,-111.8624,55374,9984.597428,2436305,0.459853422,75993.04171,3271616,39.7,42,101,True,True,True
15,46,Vermont,44.0459,-72.7107,3065,1559.963397,788759,1.67454284,126405.9142,643077,69.8,33,97,True,True,True
15,47,Virginia,37.7693,-78.17,382173,4951.473953,4730680,1.338273778,55423.46048,8631393,218.6,16,97,True,True,True
15,49,West Virginia,38.4912,-80.9545,27016,5950.906929,1732732,1.624956633,96684.70276,1793716,74.6,31,98,True,True,True
15,50,Wisconsin,44.2685,-89.6165,72939,9684.369114,5745570,1.023292768,98679.86481,5893718,108.8,27,99,True,True,True
15,51,Wyoming,42.756,-107.3025,1885,8450.667722,549805,1.067288229,94997.22682,576851,5.9,51,104,True,False,True
16,1,Alabama,32.3182,-86.9023,192601,8579.749693,2021123,1.454546319,41220.61476,5024279,99.2,29,94,True,True,False
16,2,Alaska,61.3707,-152.4044,44259,7060.809656,1398649,0.443343078,191191.1092,733391,1.3,52,109,True,False,False
16,3,Arizona,33.7298,-111.4312,565013,9162.342759,5969026,1.686607158,43870.05292,7151502,62.9,35,99,True,True,True
16,4,Arkansas,34.9697,-92.3731,25834,8952.801441,2261205,1.588952468,74928.82242,3011524,57.9,36,96,True,True,True
16,5,California,36.1162,-119.6816,2926455,7491.006011,37802255,1.128700889,95672.30626,39538223,253.7,13,99,True,True,False
16,6,Colorado,39.0598,-105.3111,348358,6485.503069,4973741,1.435942198,86368.62325,5773714,55.7,39,101,True,True,True
16,7,Connecticut,41.5978,-72.7554,207028,6266.592283,4880936,2.951365577,136901.6295,3605944,744.7,6,95,False,False,False
16,8,Delaware,39.3185,-75.5071,49505,7124.1081,1108131,1.464567837,113798.7233,989948,508,8,94,True,True,False
16,9,District of Columbia,38.8974,-77.0268,9371,4751.972727,1000492,2.525568775,141763.1481,689545,11280,1,96,True,True,True
16,10,Florida,27.7663,-81.6868,1536182,7264.201066,17546717,1.538534508,81697.23374,21538187,401.4,10,96,True,True,False
16,11,Georgia,33.0406,-83.6431,797372,7625.795826,5887700,1.518038987,55453.19236,10711908,185.6,19,95,True,True,False
16,12,Hawaii,21.0943,-157.4983,12197,1728.546083,905322,1.303424042,63940.94946,1455271,226.6,15,101,True,True,False
16,13,Idaho,44.2405,-114.4788,83508,8688.883728,574288,1.033643319,32135.82047,1839106,22.3,46,101,True,True,True
16,15,Indiana,39.8494,-86.2583,202063,8719.992621,6386194,1.58198038,94860.16423,6785528,189.4,18,97,True,True,True
